review,sentiment
one episode not one indisputable error storytelling handling ralphie situation christopher state heard pieomys death fire accident important detail context quite obvious christopher know beginning tony one must killed ralphie however no way chris could heard accident told time torn delirium tonys call nobody else informed tony know make even worse hearing christopher talk pie omys death could therefore lead tony conclusion chris set fire given impressively elaborate writing process told writer dvd really wonder none realized problem story doesnt work way unnecessary add im huge fan soprano otherwise certainly wouldnt care,1
cant add much said already except im going line minimum policybr br ive actually got vhstodvd copy quality quite poor desperately need officially releasedbr br imagine extra would like see tim healys character swearing way one football blooper type programme would great imagine cant course look like people carry dreaming dvd releasebr br surely god must someone dvd release department itv also know something british culture web savvy enough look imdb oh well,0
treading water beautiful movie would put straight wonderful short movie cosa bella fiona mackenzie not coming also tolerance acceptance general looking forward seeing laurel himmels work future actor angie redman nina landey quite good main character relationship could strenghtened bit understand strong bond maybe could explained bit surprised angie redman doesnt appear much movie great first step director laurel himmel sure there see skill,0
hey expect form low budget movie although havent seen dahmer say following medium put jeff pretty accurate depiction studied jeffrey dahmer case learned man low budget movie show mentality serial killer get past gore see underlying story sick mind loved movie brace low budget no blood story seen eye killer action thought childhood arrest favorite line bothered look back seat might saved lot life enjoy,0
would wrong reprehensible advise watch killjoy must better thing washing car throwing stone stream time nowhere near awful probably think almost proper film lot straighttodvd sludge manage killjoy helped great deal trent haagas manic turn eponymous clown throw role fevered abandonment almost tip scale movie favour course take one man big shoe tammi sutton give entertaining director cameo since roger corman creature haunted sea whole thing nearly destroyed rushed sugary ending place almost good fun,1
two year ago sundance loved josh kornbluths directing debuthaiku tunnel looking forward brother frequent collaborator jacob best thief world drama seemingly good kid growing lowerclass area new york movie not without poignant moment time kornbluth working way hard state obvious life difficult people life isnt fairbr br subtle important understanding despite somewhat abhorrent cultural underpinnings antisocial behavior may spawn character no shortage goodness humanity recoil language living condition cannot discount intent fact struggle maintain family adversity certain nobility u barely appreciate kornbluth grew neighborhood compassion people evident throughoutbr br said best thief world suffers many painful flaw including title character arent believable writing uneven plotline barely discernible many disturbing kornbluth us two young black boy mimicking gangsta rap scene dont question potential realism phenomenon pain see yearold child mfing talking sex lineup woman unnecessary shock value forced bit borrowed interest,1
stuffy melodrama quite easily worst film starring ingrid bergman ive seen even luminous screen presence cant save insufferably slow meandering movie thats nearly impossible sit without fastforwarding lot itbr br diehard bergman fan others likely fall asleep suggest watch bell toll instead,1
no read novel kite runner based wife daughter thought movie fell long way short book im prepared take word movie good not great good accurately portray havoc created soviet invasion afghanistan convincingly show intolerant taliban regime followed id rate c first b second human story afghanamerican returned country rescue son childhood playmate well done count particularly im told book far convincing movie exciting part film however kite contest kabul later minicontest california cannot equaled book id wager money,0
dont go many heist comedy might not care one werent actor made first saw year later almost similar happening even though obviously much less serious comedy one mafia figure take kidnapping rather turn different direction altogether course raquel welch didnt play kind sharp character faye dunaway happening doesnt make sexist film either practically playing stock character almost version moll im completely biased among first film ever saw time saw couldnt turn around without seeing poster luckily think robert wagner really right neither thoroughly likable nor dislikable leader group edward g robinson naturally vittoria de sica godfrey cambridge actor always managed funny,0
last time rent video without checking imdb review limey directed steven soderbergh also wrote wrote truly awful nightwatch ewan macgregor directed trash sight antitalented jennifer lopez terence stamp fine actor shame involved bad film frequent confusing editing seems like last minute decision order make lack story filming plain common sense film everything wrong thinking,1
third darkman definitely better second one still far worse original movie made one better fact bad guy changed durant not brought back furthermore actually hint character development came bad guy family darkman made heart soften gave flick much ie,1
twenty five year ago showed film childrens class entomology still remember excitement kid spellbound not termite built live castle clay also animal use mound fantastic scene cobra fight monitor lizard colony mongoose watch not good entomology class also teaching ecology since much interaction termite organism whole ecology organism live around mound br br wish available dvd could watch show others,0
ok brought cheese love run became phenomenon anorexic twin became popularbob saget started making paycheck instead really funny standup people knew dave coulier life good simple one great american classic humorous always brought home good lesson differ norm liked last season like home improvement child get older lot script dare sayit could gone much later anyway gave wholesome funny story line bob saget,0
like endofdays movie like bmovies hoping would like moviebr br could ignore poor effect often atrocious music cringeinducing line could ignore unexplained event fact movie constantly relies deus ex machina excusable given subject matter could ignore fact people fight hunger try reach world peace bad guy none thing kill movie kill movie plain simple boring nothing actually happens almost scene movie designed push movie creator moral viewer cost actually coherent story kind suspensebr br youre looking entertaining bmovie look elsewhere movie boring,1
good movie last picture revealing unknown side rock illusion fame wellknown rocker getting old forgotten not music good sense humour ever danced bill haley rock around clockbr br anyway still crazy probably best movie rock nroll ever seen far much better spinal tap instance still crazy people mature different point view rock love life want catch crazy youth miss much beyond story see character personality weakness dream like anyone usbr br spend good time watching listen awesome soundtrack finally thinking futurebr br bye,0
wealthy widower anthony steffen alan cunningham sadomasochistic lover british lord brings sexy redhaired woman castle whip murder blackbooted stripper erika blanc susie get away temporarily mr steffen haunted wife evelyn died childbirth therapy decides marry meeting pretty blonde marina malfatti gladys end movie dig graf night evelyn came grave great title leastbr br la notte che evelyn uscì dalla tomba emilio miraglia anthony steffen marina malfatti erika blanc,1
movie true reflection australian resourcefulness required make country last year not pompous like british not gungho like american either country attempted crew would failed dismally either due ignorance british part much faith superior firepower american side true australian ie nonimports one excel modern military conflict improvise adult life look example like gallipoli paschendale tobruk new guinea vietnam,0
despite louis b mayer reportedly not interested signing young greta garbo contract first american mgm film actress looked quite beautiful obvious film assigned amazing talent film production make matte painting nice polish artfulness youd expect best picture studio could produce simply look beautifuleven year laterbr br garbo like early american film look different shes quite recognizable makeup much softer would become year latergiving less severe look gentleness didnt see subsequent film kind wish theyd kept look considering famous shed become trademark look say shouldnt gone route film garbo family unfairly forced land landlord landlady much esteemed doña bernarda claim bank demanded payment son fallen garboand better way get rid force street nice lady huh year pas garbo become new singing sensation worldfamous return hometown year later old boyfriend promised marry wimped mother doña bernarda refused allow see new love another lady testedwill content marry lady heir huge pig fortune want old flame importantly garbo even take back behaved spinelessly meantime huge rainstorm hit land begin flood home soon washed away deluge cortez friend make mad dash dam break scene obviously superimposed row boat cascading stream eventually make alive home garbo staying welcome inside stay storm pass admits still love braved storm make sure safe tell get lost next see ricardo get married second choice daughter pork king obviously little enthusiasm thisand feel sorry lady nothing wrong soon cortez seen wandering back garbo homehes lovesick need scene garbo quite luminous cant tell leaveas dissolve others arm tell love herbr br doña bernarda learns not pleased evidently pork queen better catch internationally known singer meddling nasty old lady garbo leavesunwilling come mother wimpy son cortez come runningannouncing must wont rest wife moment making proclamation family friend talk cortez convinces give good career reputation much wont rest wife huh despite cortez wimp reason cannot bring hate marries pork queen life dull life year later garbo meet cortez dull looking middleaged manwhile beautiful ever not surprisingly tell get lostbr br time film made garbo not star u cortez light surprising gave cortez unlikable character play instead usual confident valentinolike role theyd giving indecisive wimpa huge wimp career slow downward spiral garbo role helped establish big staras focus film played character much like later personasbr br film new music composed nice though tad repetitive print oddly nearly perfect throughout except intertitle cardswhich could use restorationbr br enjoyable filmexpertly constructed wistful worth seeing one time think no real complaint excellent film,0
tyra bank need teach girl not beautiful outside inside count something lot past winner looked semi decent horribly cruel starting trouble girl see tyra less involved girl every season thing worth watching top model mr jay manuel recently tyra contestant preop transsexual felt done encourage obvious insecurity original anatomy showing feminine look tyra given tip perhaps could sent resident trannie m jay help girl instead contestant met harsh criticism not enough positive criticism shame truly enjoyed first season there reason project runway season dvd top model season dvd called taste top model seriously need lot revamping humanity,1
julien hernandez certainly attractive likable screen persona fact character pretty much carry whole film whats worthwhile problem exception gal pal played marisa petroro paul lekakis trickdate boyfriend character no one else even come close hernandez play something director cuban heritage unknown sexuality come la get job making gay documentary process meeting group gay people finding subject come outbut l w l even minute film obviously stretched padded various filmschool device end pointlessly interrupting narrative aint much begin pointing overall amateurishness filmmaking br br shame there love story somewhere final three minute hernandezs sebastien finally click wealthy west hollywood party thrower nicely underplayed lonnie henderson share sexy soulful kiss work despite came dont really care character situation would handsome dante eurotrash priss boyfriend wouldnt dont even get started sebastiens friend paulies rule dating no gay man know hell no sane person period would put constriction others please tell sebastien get peeled banana normally fairly shmushy right stuck butt go doctor get removed br br noticed hernandez award film short probably stayed way said id look forward seeing hernandez screen better scripted comedy assured direction,1
movie waste time money throughout entire hour half continued wait get better never slow moving plot jumped around wasnt scary interesting really never amounted anything credit introduction long drawn basically like rest movie long drawn numerous part plot made no sense several time movie thought maybe zoned incongruity plot however companion issue assured not zone boredom indeed movie ive actually never posted movie actively looking movie imdb numerous year fact im actually taking time write something speak volume bad movie not waste time money,1
movie incredible would recommend anyone much better already anticipated definitely heartwrenching spectacular movie amazing story amazing actor creator definitely another great movie denzel washington shouldnt surprise anyone derek luke wonderful job well,0
recently stumbled across tv showing passion missed opening scene m currier praised vision courage bring strange de balzac tale screen grateful entire cast crew part producing thoroughly fine motion picture must arduous shooting many scene desert cannot comprehend trainer coaxed fine performance leopard simoon adverture call mind another suspenseful adventure naked prey isnt film wellknown hope find video,0
brilliant russian émigré devise stanislavsky system winning contract bridge make beautiful wife grand slam sweetheart americabr br could another silly soap opera elevated fine production value excellent acting status enjoyable little comedy unexpected touch thrown keep viewer attention engaged way principle cast introduced face deck card introduction zany acrobat plot no reason enjoy bit lunacy way wide variety different kind american shown transfixed listening broadcast concluding gamebr br paul lukas loretta young well bridge sweetheart lukas suave sophisticated miss young passionately loving beautiful even script keep puffing cigarette bit much fun watch even behavior not always believable compellingbr br frank mchugh give another good performance relentlessly cheerful ghost writer adores miss young delightful glenda farrell eschews customary wisecracking persona small role mchughs ditsy gal pal roscoe karns handle fasttalking dialogue brash radio announcer diminutive ferdinand gottschalk wonderful snobbish bridge expertbr br movie maven recognize dewey robinson belligerent nightclub patron emma dunn sob sister reporter paul porcasi owner russian nightclub charles lane russian waiter jimmy conlin kibitzer final bridge game uncreditedbr br film take advantage fad contract bridge swept across country since development expects viewer basic knowledge intricacy game make no attempt explain anything uninformed,0
great british film cleverly observed script many quotable line capture perfectly magic mushroom man weekend per usual phil daniel excellent along rated british actor geoff bell peter bowles joint hanging mouth casting masterstroke gary stretch brooding look brings something strangely atmospheric piece although seems billed biker movie think find audience outside purely premise lot people done got tshirt also great original soundtrack blinding version freebird really could st century heir famous ealing comedy like weed welsh field grower,0
watched several day film shooting movie summerthe end result two scene movie location sylvan lake black hill bring wagonstop wagon etc dakota youth looked forward seeing movie not disappointed local buffalo herd culled shooting scene real yes doris animal hurt filming think ending copied jack nicholson shining great westernsocial comment class high noon real western drama used social statement like blackboard jungle rebel without cause youth,0
movie worst movie seen since date movie laughing whole movie instead scared funny snake would search particular section passenger body attack example eye tongue butt breast seen national geographic channel know snake wont stay clinched body bite particular scene snake would bite passenger would stay body biting person believe producer not study information snake behavior cant believe wasted money movieso dont recommend movie trust wait dollar theatre rent,1
caligula share many attribute fellini satyricon bizarre sight freakishness depiction sexual excess set glory ancient rome fellini aint first not entertaining far much screen time devoted bugeyed rubberfaced mcdowell titular role performance far fey campy convincing portrayal jay robinson robe david cainhaughton emperor caligula far persuasive believable latter nuanced relief could judiciously provided developing surrounding character fully little cypher one example role macro played guido mannari tremendous screen presence important role mostly left background positive feature credit adroit use prokofiev stravinsky theme music score inclusion distasteful nevertheless accurate action despot two factor far less needed relieve prevailing tedium however,1
way lamberto bava substandard facsimilie father mario extremely overrated director anyway michele soavi substandard director dario argento mold church least one thing recommend itthe incredibly detailed art directionbut absolutely nothing else film longwinded filled onedimensional character almost put sleep several time there fine line art pretentious crap church isnt completely worthless youd better watching something elsebr br,1
happens one favorite horror film rich classy production boasting excellent cast ensemble actor beautiful onlocation cinematography haunting musical score intelligent novel plot theme atmosphere dread menace reminiscent classic film rosemary baby shining wherein young vulnerable woman find victimized supernatural force old creepy building macabre past cristina raines play top new york city fashion model named alison parker happy outgoing exterior mask deeply conflicted troubled soul evidenced revelation past attempted suicide twice teenage girl walking degenerate father cavorting bed two woman rip silver crucifix neck toss floor second time married lawyerboyfriends wife supposedly committed suicide learning affair telling beauplayed suitably slimy chris sarandon need live year answer newspaper ad fullyfurnished spacious onebedroom apartment old brooklyn height brownstone building actually exists located montague terrace right brooklyn height promenade remsen street producer actually filmed inside building apartment paying resident inconvenience course real estate agent miss loganava gardner seems interested alison take apartment interest cannot solely explained commission would earn especially quickly drop rental price month alison agrees upon leaving building miss logan notice elderly man sitting apparently staring topfloor window miss logan identifies man father halliran tell alison he blind alisons response logical blind look moving alison meet resident building including lesbian couple played sylvia mile beverly dangelo provide alison uncomfortable welcome building alisons mental health physical wellbeing soon start deteriorate plagued splitting headache fainting spell relay concern miss logan sleep disturbed nightly basis clanging metal loud footstep coming apartment directly dumbstruck learn apart blind priest no one lived building last three year summoning courage one night confront nocturnal tormentor arm butcher knife flashlight enters apartment upstairs confronted cancerriddled specter dead father us knife selfdefense come police investigate find no sign violence apartment no corpse no blood nothing yet alison fled building collapsed street covered blood turn there nary mark alison doesnt realize film denouement brownstone purpose put reason reason whose origin date back biblical story garden eden angel uriel posted entrance guard devil unknowingly primed prepped catholic church assume important role one guarantee soul damned two suicide attempt saved time invisible neighbor turn quirky oddball different agenda mind competent intelligently done film one surprisingly portrays church representative mostly sympathetic light,0
not usual commenter website seeing underrated movie endeavour write comment remark fun watching movie perhaps cat everything wish could not going post spoiler reveal plot there thing really found amazing way manipulates people divine underrated movie lack argument usually go enjoy speak little go movie fun really enjoyed h stayed dark room must seen delight fade away let try not critical thank reading,0
sleepless night switching channel found embarrassment movie thinkingbr br life remote control kari wuhrer salin no wonder shes gone nowherebr br david keith take role patheticbr br anyway turned movie near end didnt get much plot mustve best part nerdy college kid brings home dominatrixish girlthis scene straight comic book cheap porn movie call mother anal retentive kiss father oh didnt expect tongue great linesbr br see endedbr br well course bitch hell helluva past swat team upstairs yesthey surround yes yes kid blow brain ahahhahahahabr br mustsee tv br br,1
nothing outta star another weird premise director movie cube time around two main character find home transported mysterious white void literally nothing outside small twostory house intriguing sure thought comedic tone established movie getgo extremely illconceived need humour certainly no problem humour eventually derived plight two hero final showdown definitely hoot really think movie would lot better stayed rooted reality beginning watching movie watched making feature dvd short trailer end almost totally devoid sillier comedic aspect making look like completely different slightly better movie last half hour movie thing really start come together similar way recent movie primer actor fine not overdoing comedy shtick really quite believable normal moment probably ready write movie failed experiment midway point end keep watching past credit final scene dont ask explain,0
year since cartoon first aired havent actually watched seriously closely year im adult look back serious eye watch episode againbr br concept cartoon partly homage classic looney tune also original show episode structured like old cartoon example singer attack buster exacts revenge singer concert exactly like old bug bunny cartoon ensuing cartoon similar looney tune different era look old looney tune awful lot stuff exactly like tiny toon old looney tune made lot social commentary parody celebrity impersonation lot corny period joke slang dialog comedy surreal wacky say exactly tiny toon well comedy styling spiritually definitely throwback classic hadnt done well cartoon decade prior show recognize cultural reference tiny toon roll eye something dont like come reason dont think looney tune corny werent alive back also looney tune original back day today cartoon rehashed easy perceive tiny toon unfair light due exposure current event overexposure cartoon generalbr br certainly difference many respect timing delivery obviously duration show two different style two different period done two different circumstance looney tune made adult theater tiny toon made kid watching tv even good job making original show original gag still paying homage patterning comedy stylings old looney tunesbr br since tiny toon lot time play genuine moment great animated inspiration look episode like minute baby plucky toilet episode many example one best comedy dialog exchange ever animated thirteensomething babs buster phone split screen hoping miss miscommunication spectacular notably character development episode several others usually one penned deanna oliver sherri stoner rather good female character taken seriously personality developed unusual considering opposite usually true cartoon periodbr br first modern cartoon lot pop culturereferential selfreferential humor way ahead time tiny toon really opened door writer take comic liberty common cartoon today instead boring old crap endured kid yes loved transformer thundercats tiny toon totally jumped away breath fresh air bakshis new adventure mighty mouse may precursor tiny toon made surreal style comedy cartoon writing real successbr br kid totally overlooked joke example one episode homage marx brother completely ignored teen newfound respect many inspired gag never noticed genuinely brilliant kind comedy make think looney tune family guy never noticed kind comedy kid ive thinking episode watched recentlybr br youd notice kind thing actually watched show unlike reviewer know unfairly judging ive seen episode thought thoroughly exposed kid adultbr br tell awful lot care taken voice acting im not talking main character side character done really well creatively back main character main character brilliant tress macneille opinion best performance cartoon hasnt since rob paulsen also incredible stuff toobr br not say show didnt bad episode plenty lot mediocre one far certainly lot genuinely funny episode especially back first aired actually funny watchbr br give show kudos pushing envelope breaking door leading new era cartoon,0
movie attempt go place dont perhaps shouldnt venture similar trial bizarre headcase perspective given u cell although not near indepth well portrayed plot constructed simply initial campy feel movie take supposed dramatic turn plot fall apart leg stand first place br br basically idea kid chris mckenna need money take role hit man killing city accountant doesnt get paid work instead get tortured several day dreamed brilliant idea trying use backup file leverage payment idiotic move trying force pay backfire horribly endlessly abused begin go crazy disturbing scene thinking paid sin start visit wife kari wuhrer man killed win affection soon discovers tragedy strike revenge sweep air boy go torturer daniel baldwin george wendt vernon well previous kindnessbr br got ask though kari wuhrer horrorgore type filmsbr br seems everything put lately genre granted liked eightlegged freak okay anaconda despite obvious cuteness allure wow shes hot act much better chose better role maybe im wrong misconception guy get see fully monty film although rather bizarre shortlived almost felt like softporn watching film something not foreign karis career sexsimulation make wonder thing really go filming br br anyway say good acting dont expect much daniel balwin whose career seems forever destined second brother alexs film bring old great though george wendt norm cheer vernon well commando weird science chris mckenna best job playing main character sean crawley little acting experience yet believable nature naive youth bring element substance film br br wouldnt go way one youre bored tired old episode hitchhiker might advise watching thisbr br kari please start acting better film,1
skip mccoy three time loser pick pocket unable curb instinct back street pick purse candy subway train doesnt realise candy carrying top secret microfilm microfilm high interest many many organisationsbr br director samuel fuller crafted exceptional drama set amongst seedy underworld new york city communist spy shady government operative blend together make pickup south street riveting viewing first minute last based around dwight taylor story called blaze glory fuller enthused adaptation heavy set political agenda something many time felt done focus anti communist leaning big disservicebr br digging little deeper find character intriguing fuller directed main protagonist one hero piece crook shallow human heroic not born love country born sheer stubborn streak quite achievement fuller crafted one best anti hero im sure grateful performance richard widmark mccoy grin icy cold heart interplay wonderful jean peter candy excellent film heart however oscar nominated thelma ritter take acting honour moe strong seedy surrounding character tired warmth ritter conveys majesticallybr br b movie texture film execution pickup south street real classy entertaining film best intriguing director,0
someone like chase scene really intrigued fascinating truelife tale optimistic heading film many obstacle got way good story beenbr br bad im fan robert duvall many character played role dull one insurance investigatorbr br dialog insipid pretty kathryn harrold real garbagemouth read several director replacing film thats bad tell thing arent right story couldnt get involved treat williams portrayal cooper either fascinating wasnt movie also kind sad comment guy committing crime sort folk hero admit wound rooting guy toobr br not everything disappointing cant complain scenery lush green forest oregon desert arizonabr br id like see movie remade done better oneofakind story,1
largely dense road movie comic relief provided excellent john cleese although really sending performance fawlty tower seems flip top slapstick slushy sentimentality drop hat worst part film martin hawn find etc see peril,1
wish would read review opinion movie rented waste money waste time little dialog dialog hard understand every way storyline plot weak thing nice cinematographybr br character interesting time spend much time trying figure thing lack dialog rewinding movie lot br br not watch movie mess leave feeling like messbr br say heck movie end,1
one brilliant young men went dared make teen romance film actually call would invoke devil fanson micro budget packed taste sensitiveness maturity peter sollett deserve admiration respectthanks demonstrating power industry stereotype flushed toilet one locationa handful rich character low budgetgood actingand amateursdecent lighting worshipper true indie cinema watch stop watchingwellyou know,0
dallasfort worth area lived arlington year movie way far making look like arlington saw mountain background one scene texas doesnt mountain guess happens movie supposed texas filmed canada accent also really bad gotten actor texas play part lot aspiring actor texas hollywood movie really sad though true story pray killer found convicted one good thing bc death amber alert help find missing child quickly abducted,1
legend gala hollywood premiere screening space odyssey minute film rock hudson yelled would somebody please tell hell movie well rock beaten minute second movie made absolutely no sense people people rule game called quintet rule quintet robert altman cohort making movie went along paul newman thinking signed maybe ol fast eddie saw zardoz thought well connery get involved futuristic film make no sense maybe good stuff cutting room floor get see incoherent stuff also cast get keep individual funny hat never saw bizarre looking hat one place life quintet confirms ive always thought altmans good he superb he bad make stuff like quintet,1
sweet sixteen minute director jim sotos cast bo hopkins susan strasberg aleisa shirley patrick macnee dana kimmellbr br fifteen year old bad girl melissa new desert town isnt long folk around start dying detective put together clue help nancy drew good girl daughter played friday th alumnus dana kimmell local native american prime suspect since seem upset prejudiced townsfolk event lead revealing killer melissa sixteenth birthday partybr br average slasher isnt memorable made tv feel without much score besides title character corny theme song play couple time throughout line like killer turn u coleslaw fit standard eighty slasher screenplay marci call melissa bad name somehow immediately develop friendship apparently marci see hard fit melissa know wear makeup movie would hardpressed made today main character fifteen director inserting multiple gratuitous closeup social commentary indian wasnt developed enough taken seriously surprised fairly high rating movie get sweet sixteen ed hunt bloody birthday potential capitalize time honored tradition birthday party create intense sequence carnage feel failed deliver bright side releasing obscure movie like dvd give hope others follow,1
wimpy stuffed shirt armand louque blandly played veteran character actor dean jagger rare lead role join group researcher want find destroy secret technique creating zombie armand fall lovely claire duval fetching blonde dorothy stone us meek sap get armands colleague clifford grayson hopelessly wooden robert noland marry furious used spurned claire armand us knowledge voodoo get revenge sound exciting well sure aint starter victor halperins static nondirection let meandering uneventful talkridden story plod along excruciatingly slow pace worse yet halperin crucially fails bring tension atmosphere momentum hideously tedious proceeding mostly blah acting largely insipid cast doesnt help matter george cleveland hearty general duval e alyn warren irascible dr trevissant manage enliven thing bit welcome refreshing hammy histrionics drippy stock film library score painfully obvious stagebound set crude cinematography pretty lousy unimpressive well fact feeble excuse fright feature crummy not even uncredited starkly staring eye great bela lugosi alleviate brainnumbing boredom dismally dull dud,1
came rendition list flaw mile long overall impression pretty decent movie definitely film whose sum better partsbr br part include cast big name star not one giving memorable performance omar metwally relative unknown one youll remember serviceable undistinguished direction screenplay thats complicated simplistic time metwally egyptianborn american citizen get kidnapped u government rendition program otherwise known process america torture suspected terrorist confessing information whether not remotely true reese witherspoon play pregnant wife call favor old college friend peter saarsgard work senator alan arkin help track husband meryl streep play head rendition program jake gyllenhaal young agent assigned interrogation whose conscience get way meanwhile whole parallel storyline follows daughter top egyptian official allied american rendition program boyfriend who training become suicide bomberbr br ayyiyi thats lot plot pack twohour movie wash hand whole thing especially egyptian romeo juliet subplot felt like nothing distraction near film finale twist chronology brings plot strand together way make want reassess everything thought knew motivation various character make rendition much interesting movie seems like going bebr br witherspoon gyllenhaal sarsgaard look like high school student playing adult twenty year older actually gyllenhaal particular usually fine actor look bored wonder he going muster energy deliver line screenwriter arrested actress good meryl streep disposal giving nothing work onedimensional dragon lady movie course strives relevancy instead addressing tangled web argument surrounding national security issue charge right middle debate predictable fashion moment think maybe film veer interesting direction witherspoon actually begin doubt husband past instance metwally actually contact terrorist interrogator accuse no movie take path least resistancebr br like said upfront recommend movie know ive done nothing list bunch fault got head right place entertaining least entertaining movie torture interrogation bebr br grade b,0
